LÍNEA 1,,LÍNEA 2,,LÍNEA 3
Tacubaya,"7,381,863",,Villa de Cortés,"2,926,908",,Miguel A. de Quevedo,"6,631,245"
Observatorio,"12,178,741",,Nativitas,"3,190,651",,Copilco,"4,626,936"
,,,Portales,"3,691,622",,Universidad,"9,438,252"
,,,Ermita,"3,363,619",,,
,,,General Anaya,"3,279,093",,,
,,,Tasqueña,"14,486,239",,,
,,,,,,,
TOTAL,"131,653,415",,TOTAL,"113,531,453",,TOTAL,"107,534,584"
,,,,,,,
,,,,,,,
,,,,,,,
LÍNEA 4,,LÍNEA 5,,LÍNEA 6
Santa Anita,"391,005",,Politécnico,"5,789,532",,El Rosario,"2,983,811"
Jamaica,"1,550,480",,Inst. del Petróleo,"1,133,656",,Tezozómoc,"1,093,928"
Fray Servando,"1,827,514",,Autobuses del Norte,"4,322,667",,Azcapotzalco,"1,439,985"
Candelaria,"1,912,281",,La Raza,"2,414,062",,Ferrería/Arena CDMX,"3,524,534"
Morelos,"1,770,575",,Misterios,"1,696,494",,Norte 45,"1,619,693"
Canal del Norte,"1,714,787",,Valle Gómez,"912,959",,Vallejo,"1,955,966"
Consulado,"757,318",,Consulado,"1,213,863",,Inst. del Petróleo,"506,888"
Bondojito,"1,242,891",,Eduardo Molina,"1,293,750",,Lindavista,"2,411,708"
Talismán,"895,738",,Aragón,"1,605,655",,Deptvo. 18 de Marzo,"323,811"
Martín Carrera,"3,870,053",,Oceanía,"2,002,185",,La Villa-Basilica,"2,292,984"
,,,Terminal Aérea,"4,419,693",,Martín Carrera,"5,380,137"
,,,Hangares,"946,994",,,
,,,Pantitlán,"21,339,443",,,
TOTAL,"15,932,642",,TOTAL,"49,090,953",,TOTAL,"23,533,445"
,,,,,,,
,,,,,,,
LÍNEA 7,,LÍNEA 8,,LÍNEA 9
El Rosario,"6,245,113",,Garibaldi/Lagunilla,"3,439,579",,Pantitlán,"22,367,944"
Aquiles Serdán,"2,199,473",,Bellas Artes,"4,204,561",,Puebla,"7,068,973"
Camarones,"3,021,762",,San Juan Letrán,"6,320,155",,Ciudad Deportiva,"1,275,094"
Refinería,"2,206,048",,Salto del Agua,"3,098,577",,Velódromo,"1,770,000"
Tacuba,"2,081,340",,Doctores,"2,988,875",,Mixiuhca,"4,387,575"
San Joaquín,"4,896,923",,Obrera,"3,182,282",,Jamaica,"2,621,993"
Polanco,"5,373,504",,Chabacano,"988,177",,Chabacano,"2,813,390"
Auditorio,"5,474,627",,La Viga,"1,599,439",,Lázaro Cárdenas,"2,951,608"
Constituyentes,"1,153,246",,Santa Anita,"1,025,639",,Centro Médico,"3,348,060"
Tacubaya,"1,144,856",,Coyuya,"5,581,291",,Chilpancingo,"9,430,276"
San Pedro los Pinos,"2,399,129",,Iztacalco,"4,365,189",,Patriotismo,"3,795,726"
San Antonio,"2,429,723",,Apatlaco,"3,676,323",,Tacubaya,"10,567,781"
Mixcoac,"5,957,730",,Aculco,"2,316,884",,,
Barranca del Muerto,"7,331,623",,Escuadrón 201,"4,527,035",,,
,,,Atlalilco,"4,615,611",,,
,,,Iztapalapa,"2,443,580",,,
,,,Cerro de la Estrella,"2,606,672",,,
,,,U A M  I,"5,254,770",,,
,,,Constitución de 1917,"20,500,309",,,
,,,,,,,
TOTAL,"51,915,097",,TOTAL,"82,734,948",,TOTAL,"72,398,420"
,,,,,,,
LÍNEA A,,LÍNEA B,,LINEA 12
Pantitlán,"33,368,107",,Buenavista,"12,114,410",,Tláhuac,"3,245,863"
Agrícola Oriental,"2,768,101",,Guerrero,"1,493,722",,Tlaltenco,"301,594"
Canal de San Juan,"3,282,914",,Garibaldi/Lagunilla,"1,363,736",,Zapotitlán,"960,815"
Tepalcates,"5,328,315",,Lagunilla,"4,862,989",,Nopalera,"1,619,653"
Guelatao,"3,840,759",,Tepito,"5,518,062",,Olivos,"1,105,981"
Peñón Viejo,"3,310,816",,Morelos,"995,579",,Tezonco,"1,623,999"
Acatitla,"3,640,691",,San Lázaro,"3,217,040",,Periférico Oriente,"1,916,407"
Santa Marta,"8,697,084",,Ricardo Flores Magón,"1,406,335",,Calle 11,"994,257"
Los Reyes,"4,949,098",,Romero Rubio,"2,257,035",,Lomas Estrella,"545,971"
La Paz,"10,372,211",,Oceanía,"2,109,569",,San Andrés Tomatlán,"628,588"
,,,Deportivo Oceanía,"2,903,706",,Culhuacán,"1,179,625"
,,,Bosque de Aragón,"1,069,381",,Atlalilco,"847,723"
,,,Villa de Aragón,"2,590,343",,Mexicaltzingo,"1,030,856"
,,,Nezahualcóyotl,"4,258,836",,Ermita,"847,698"
,,,Impulsora,"5,109,318",,Eje Central,"664,899"
,,,Río de los Remedios,"4,785,870",,Parque de los Venados,"567,984"
,,,Múzquiz,"7,202,836",,Zapata,"895,128"
,,,Ecatepec,"4,853,732",,20 de Noviembre,"593,128"
,,,Olímpica,"4,040,957",,Insurgentes Sur,"1,807,375"
,,,Plaza Aragón,"4,412,715",,Mixcoac,"693,814"
,,,Ciudad Azteca,"10,952,831",,,
,,,,,,,
TOTAL,"79,558,096",,TOTAL,"87,519,002",,TOTAL,"22,071,358"
,,,,,,,
,,,,,,,
,,,ENERO - DICIEMBRE 2021,,,
,,,,,,,
,,,GRAN TOTAL,"837,473,413",,,
,,,,,,,
"* El total contempla el rubro de beneficiados por la cancelación de doble pago de la correspondencia Pantitlán, el cual asciende a 43,173,864"
