LÍNEA 1,Afluencia,SD,LÍNEA 2,Afluencia,SD,LÍNEA 3,Afluencia
Pantitlán,"8,019,923",SD,Buenavista,"3,601,768",SD,Tláhuac,0
Agrícola Oriental,"691,640",SD,Guerrero,"416,777",SD,Tlaltenco,0
Canal de San Juan,"975,053",SD,Garibaldi/Lagunilla,"557,123",SD,Zapotitlán,0
Tepalcates,"1,583,068",SD,Lagunilla,"1,898,276",SD,Nopalera,0
Guelatao,"1,120,347",SD,Tepito,"1,861,147",SD,Olivos,0
Peñón Viejo,"1,070,960",SD,Morelos,"365,223",SD,Tezonco,0
Acatitla,"1,214,767",SD,San Lázaro,"930,515",SD,Periférico Oriente,0
Santa Marta,"2,682,277",SD,Ricardo Flores Magón,"434,904",SD,Calle 11,0
Los Reyes,"1,270,643",SD,Romero Rubio,"796,078",SD,Lomas Estrella,0
La Paz,"2,934,540",SD,Oceanía,"632,982",SD,San Andrés Tomatlán,0
SD,SD,SD,Deportivo Oceanía,"913,044",SD,Culhuacán,0
SD,SD,SD,Bosque de Aragón,"286,138",SD,Atlalilco,0
SD,SD,SD,Villa de Aragón,"833,974",SD,Mexicaltzingo,0
SD,SD,SD,Nezahualcóyotl,"1,378,335",SD,Ermita,0
SD,SD,SD,Impulsora,"1,584,384",SD,Eje Central,0
SD,SD,SD,Río de los Remedios,"1,486,979",SD,Parque de los Venados,0
SD,SD,SD,Múzquiz,"2,158,689",SD,Zapata,0
SD,SD,SD,Ecatepec,"1,469,086",SD,20 de Noviembre,0
SD,SD,SD,Olímpica,"1,190,820",SD,Insurgentes Sur,0
SD,SD,SD,Plaza Aragón,"1,327,815",SD,Mixcoac,0
SD,SD,SD,Ciudad Azteca,"3,244,486",SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,OCTUBRE - DICIEMBRE 2021,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
LÍNEA 1,Afluencia,SD,LÍNEA 2,Afluencia,SD,LÍNEA 3,Afluencia
Pantitlán,"12,091,630",SD,Cuatro Caminos,"15,156,149",SD,Indios Verdes,"23,449,776"
Zaragoza,"8,708,578",SD,Panteones,"2,235,576",SD,Deptvo. 18 de Marzo,"5,936,737"
Gómez Farías,"7,337,725",SD,Tacuba,"6,994,297",SD,Potrero,"2,998,686"
Blvd. Puerto Aéreo,"5,468,560",SD,Cuitláhuac,"3,213,123",SD,La Raza,"6,278,397"
Balbuena,"2,246,042",SD,Popotla,"1,390,202",SD,Tlatelolco,"3,424,240"
Moctezuma,"4,486,218",SD,Colegio Militar,"2,118,471",SD,Guerrero,"2,134,844"
San Lázaro,"4,977,454",SD,Normal,"5,211,134",SD,Hidalgo,"2,578,964"
Candelaria,"6,457,461",SD,San Cosme,"3,407,301",SD,Juárez,"2,956,795"
Merced,"11,449,206",SD,Revolución,"4,495,227",SD,Balderas,"1,290,882"
Pino Suárez,"8,849,949",SD,Hidalgo,"5,473,990",SD,Niños Héroes/PJCDMX,"3,626,376"
Isabel la Católica,"4,608,832",SD,Bellas Artes,"4,305,045",SD,Hospital General,"3,421,978"
Salto del Agua,"4,369,643",SD,Allende,"4,250,192",SD,Centro Médico,"3,695,180"
Balderas,"3,532,268",SD,Zócalo,"6,390,406",SD,Etiopía/Plaza de la Trans.,"4,693,331"
Cuauhtémoc,"4,054,718",SD,Pino Suárez,"3,366,820",SD,Eugenia,"2,823,476"
Insurgentes,"6,879,516",SD,San Antonio Abad,"3,533,270",SD,División del Norte,"2,815,721"
Sevilla,"5,624,058",SD,Chabacano,"4,497,267",SD,Zapata,"6,909,278"
Chapultepec,"9,091,332",SD,Viaducto,"3,287,377",SD,Coyoacán,"3,793,860"
Juanacatlán,"1,859,621",SD,Xola,"3,267,474",SD,Viveros/Derechos Humanos,"4,009,630"
Tacubaya,"7,381,863",SD,Villa de Cortés,"2,926,908",SD,Miguel A. de Quevedo,"6,631,245"
Observatorio,"12,178,741",SD,Nativitas,"3,190,651",SD,Copilco,"4,626,936"
SD,SD,SD,Portales,"3,691,622",SD,Universidad,"9,438,252"
SD,SD,SD,Ermita,"3,363,619",SD,SD,SD
SD,SD,SD,General Anaya,"3,279,093",SD,SD,SD
SD,SD,SD,Tasqueña,"14,486,239",SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
LÍNEA 4,Afluencia,SD,LÍNEA 5,Afluencia,SD,LÍNEA 6,Afluencia
Santa Anita,"391,005",SD,Politécnico,"5,789,532",SD,El Rosario,"2,983,811"
Jamaica,"1,550,480",SD,Inst. del Petróleo,"1,133,656",SD,Tezozómoc,"1,093,928"
Fray Servando,"1,827,514",SD,Autobuses del Norte,"4,322,667",SD,Azcapotzalco,"1,439,985"
Candelaria,"1,912,281",SD,La Raza,"2,414,062",SD,Ferrería/Arena CDMX,"3,524,534"
Morelos,"1,770,575",SD,Misterios,"1,696,494",SD,Norte 45,"1,619,693"
Canal del Norte,"1,714,787",SD,Valle Gómez,"912,959",SD,Vallejo,"1,955,966"
Consulado,"757,318",SD,Consulado,"1,213,863",SD,Inst. del Petróleo,"506,888"
Bondojito,"1,242,891",SD,Eduardo Molina,"1,293,750",SD,Lindavista,"2,411,708"
Talismán,"895,738",SD,Aragón,"1,605,655",SD,Deptvo. 18 de Marzo,"323,811"
Martín Carrera,"3,870,053",SD,Oceanía,"2,002,185",SD,La Villa-Basilica,"2,292,984"
SD,SD,SD,Terminal Aérea,"4,419,693",SD,Martín Carrera,"5,380,137"
SD,SD,SD,Hangares,"946,994",SD,SD,SD
SD,SD,SD,Pantitlán,"21,339,443",SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
LÍNEA 7,Afluencia,SD,LÍNEA 8,Afluencia,SD,LÍNEA 9,Afluencia
El Rosario,"6,245,113",SD,Garibaldi/Lagunilla,"3,439,579",SD,Pantitlán,"22,367,944"
Aquiles Serdán,"2,199,473",SD,Bellas Artes,"4,204,561",SD,Puebla,"7,068,973"
Camarones,"3,021,762",SD,San Juan Letrán,"6,320,155",SD,Ciudad Deportiva,"1,275,094"
Refinería,"2,206,048",SD,Salto del Agua,"3,098,577",SD,Velódromo,"1,770,000"
Tacuba,"2,081,340",SD,Doctores,"2,988,875",SD,Mixiuhca,"4,387,575"
San Joaquín,"4,896,923",SD,Obrera,"3,182,282",SD,Jamaica,"2,621,993"
Polanco,"5,373,504",SD,Chabacano,"988,177",SD,Chabacano,"2,813,390"
Auditorio,"5,474,627",SD,La Viga,"1,599,439",SD,Lázaro Cárdenas,"2,951,608"
Constituyentes,"1,153,246",SD,Santa Anita,"1,025,639",SD,Centro Médico,"3,348,060"
Tacubaya,"1,144,856",SD,Coyuya,"5,581,291",SD,Chilpancingo,"9,430,276"
San Pedro los Pinos,"2,399,129",SD,Iztacalco,"4,365,189",SD,Patriotismo,"3,795,726"
San Antonio,"2,429,723",SD,Apatlaco,"3,676,323",SD,Tacubaya,"10,567,781"
Mixcoac,"5,957,730",SD,Aculco,"2,316,884",SD,SD,SD
Barranca del Muerto,"7,331,623",SD,Escuadrón 201,"4,527,035",SD,SD,SD
SD,SD,SD,Atlalilco,"4,615,611",SD,SD,SD
SD,SD,SD,Iztapalapa,"2,443,580",SD,SD,SD
SD,SD,SD,Cerro de la Estrella,"2,606,672",SD,SD,SD
SD,SD,SD,U A M  I,"5,254,770",SD,SD,SD
SD,SD,SD,Constitución de 1917,"20,500,309",SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
LÍNEA A,Afluencia,SD,LÍNEA B,Afluencia,SD,LINEA 12,SD
Pantitlán,"33,368,107",SD,Buenavista,"12,114,410",SD,Tláhuac,"3,245,863"
Agrícola Oriental,"2,768,101",SD,Guerrero,"1,493,722",SD,Tlaltenco,"301,594"
Canal de San Juan,"3,282,914",SD,Garibaldi/Lagunilla,"1,363,736",SD,Zapotitlán,"960,815"
Tepalcates,"5,328,315",SD,Lagunilla,"4,862,989",SD,Nopalera,"1,619,653"
Guelatao,"3,840,759",SD,Tepito,"5,518,062",SD,Olivos,"1,105,981"
Peñón Viejo,"3,310,816",SD,Morelos,"995,579",SD,Tezonco,"1,623,999"
Acatitla,"3,640,691",SD,San Lázaro,"3,217,040",SD,Periférico Oriente,"1,916,407"
Santa Marta,"8,697,084",SD,Ricardo Flores Magón,"1,406,335",SD,Calle 11,"994,257"
Los Reyes,"4,949,098",SD,Romero Rubio,"2,257,035",SD,Lomas Estrella,"545,971"
La Paz,"10,372,211",SD,Oceanía,"2,109,569",SD,San Andrés Tomatlán,"628,588"
SD,SD,SD,Deportivo Oceanía,"2,903,706",SD,Culhuacán,"1,179,625"
SD,SD,SD,Bosque de Aragón,"1,069,381",SD,Atlalilco,"847,723"
SD,SD,SD,Villa de Aragón,"2,590,343",SD,Mexicaltzingo,"1,030,856"
SD,SD,SD,Nezahualcóyotl,"4,258,836",SD,Ermita,"847,698"
SD,SD,SD,Impulsora,"5,109,318",SD,Eje Central,"664,899"
SD,SD,SD,Río de los Remedios,"4,785,870",SD,Parque de los Venados,"567,984"
SD,SD,SD,Múzquiz,"7,202,836",SD,Zapata,"895,128"
SD,SD,SD,Ecatepec,"4,853,732",SD,20 de Noviembre,"593,128"
SD,SD,SD,Olímpica,"4,040,957",SD,Insurgentes Sur,"1,807,375"
SD,SD,SD,Plaza Aragón,"4,412,715",SD,Mixcoac,"693,814"
SD,SD,SD,Ciudad Azteca,"10,952,831",SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,ENERO - DICIEMBRE 2021,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
SD,SD,SD,SD,SD,SD,SD,SD
